Ver 	Mode	NumSt	nTest  Memory(kbytes)	  Parser Time(msec)   Caculate Time(msec)	 numChecked
1		0		3		2			545					103					25					1
1		1		3		2			545					106					25					1
1		2		3		2			545					105					26					1
1		3		3		2			552					103					32					1
1		4		3		2			552					127					33					1
2		0		3		2			545					97					24					1
2		1		3		2			545					94					24					1
2		2		3		2			545					98					24					1
2		3		3		2			552					100					30					1
2		4		3		2			552					117					35					1
3		0		3		2			545					98					23					3
3		1		3		2			545					103					24					1
3		2		3		2			545					96					24					1
3		3		3		2			552					97					29					3
3		4		3		2			552					120					32					1
