Begin test cases.
33;-68;
-98;6;
35;-38;
-118;-128;
11;-77;
-13;33;
108;97;
0;-41;
31;-111;
-44;-30;
105;-111;
-26;107;
107;1;
-122;14;
5;124;
-11;44;
123;-90;
-95;4;
39;75;
-12;-34;
87;-27;
-7;-41;
12;65;
-11;-50;
103;-31;
-39;23;
55;37;
-46;94;
50;25;
-22;73;
67;76;
-101;110;
97;109;
-12;72;
38;105;
-2;5;
100;-7;
-19;-110;
20;77;
-30;-10;
32;24;
-16;29;
117;84;
0;-11;
88;-27;
-25;3;
28;-78;
-5;22;
26;-5;
-51;3;
56;53;
-104;-37;
28;-123;
-113;-37;
9;-14;
-37;94;
20;-94;
-39;-63;
35;-14;
-5;-121;
12;23;
-24;55;
14;2;
-125;-21;
45;59;
0;35;
53;85;
-71;0;
56;107;
-19;122;
85;-44;
-106;117;
35;102;
-102;5;
37;11;
-14;32;
17;67;
-3;-14;
8;-11;
-11;105;
64;-30;
-124;-84;
20;-4;
-125;-117;
53;-81;
-60;8;
97;-4;
-48;103;
29;-81;
-101;-104;
13;-114;
-31;-92;
76;104;
-78;42;
67;-5;
-128;-112;
12;-115;
-41;-93;
51;51;
-41;-121;
105;112;
-6;-91;
11;80;
-115;97;
3;-54;
0;58;
119;-41;
-37;-115;
10;39;
-24;60;
37;-40;
-33;22;
117;-2;
-109;69;
38;84;
-112;102;
16;-56;
-28;-36;
37;64;
-9;-14;
3;-110;
-108;3;
31;-53;
-45;8;
40;-88;
-95;17;
46;108;
-40;-98;
49;72;
-22;-91;
5;-46;
110;106;
-66;-40;
4;-15;
-88;104;
25;28;
-13;-116;
39;-70;
-7;8;
112;45;
-25;24;
61;-14;
-97;103;
50;-28;
-63;1;
96;101;
-47;-46;
2;-117;
-32;59;
7;-25;
-73;-46;
32;-57;
-77;-40;
7;-108;
-50;-59;
32;-102;
-84;-123;
40;-106;
-2;-18;
7;-75;
-75;-21;
10;91;
-13;-35;
48;-54;
-22;-18;
93;21;
-7;-77;
47;-8;
-19;-87;
17;-30;
-1;-88;
10;43;
-36;-108;
107;74;
-33;-14;
47;48;
-25;-88;
109;-6;
-71;57;
32;-97;
-9;11;
48;-59;
-64;-22;
14;51;
0;-83;
38;66;
-30;65;
41;-34;
-77;48;
16;27;
-114;-50;
21;78;
-12;42;
4;73;
-110;3;
25;112;
-32;-47;
42;31;
-30;118;
End test cases.
Begin test cases.
37;-39;
-49;-113;
40;-22;
-1;-61;
1;-112;
-1;121;
41;-75;
-71;93;
32;-78;
-94;117;
86;59;
-49;41;
76;26;
-40;-14;
26;59;
-2;-113;
12;-14;
-36;19;
30;110;
0;-82;
14;-120;
-16;-109;
51;19;
-117;-72;
26;-95;
-40;0;
1;-60;
-38;100;
35;12;
-74;83;
13;-75;
-48;-11;
97;40;
-29;64;
21;76;
-40;-100;
27;26;
-128;81;
22;-45;
-39;-112;
99;-36;
-47;-3;
81;97;
-79;-114;
26;125;
-10;-84;
1;-84;
-84;56;
30;2;
0;35;
96;119;
-27;48;
2;-42;
-46;40;
17;-120;
0;-81;
3;80;
-27;21;
43;45;
-21;126;
113;120;
-56;-62;
26;39;
-27;-72;
117;67;
-27;32;
89;126;
-102;124;
70;-15;
-128;93;
121;-10;
-13;-92;
95;106;
-84;63;
-11;27;
26;-27;
-110;24;
1;-74;
-34;-56;
33;124;
-96;87;
19;27;
-37;114;
110;118;
-28;31;
48;-36;
-93;-84;
25;79;
-16;91;
40;-9;
-66;-119;
99;-111;
-107;-85;
1;-91;
-36;-127;
2;116;
-85;-91;
48;-87;
-30;125;
110;-54;
-28;-33;
20;-67;
-38;18;
16;2;
-31;-126;
124;55;
-118;-25;
107;88;
-33;88;
100;66;
-21;-121;
33;47;
-19;-14;
5;58;
-62;-80;
10;120;
-58;-24;
36;-54;
-91;86;
86;-3;
-77;-25;
28;-92;
-11;-74;
3;58;
-119;-71;
8;38;
-68;-72;
43;84;
-48;-19;
8;-1;
-63;9;
30;109;
-67;-79;
22;57;
-3;-37;
2;-96;
-128;19;
41;-99;
-65;-45;
33;-126;
-33;47;
1;23;
-100;-54;
54;-6;
-45;-68;
9;-73;
-40;126;
11;22;
-115;63;
3;7;
-24;97;
38;90;
-38;25;
72;25;
-43;3;
12;10;
-17;-7;
96;67;
-53;127;
18;123;
-72;66;
44;8;
-64;-16;
78;78;
-43;13;
30;115;
-83;74;
28;-116;
-99;-63;
114;0;
-86;72;
65;111;
-102;-37;
38;-30;
-63;97;
33;46;
-111;-96;
41;112;
-12;-95;
68;49;
-26;-53;
4;-121;
-127;17;
21;-24;
-44;26;
74;-80;
-29;13;
26;-77;
0;108;
45;19;
-34;-69;
28;-25;
-116;-15;
22;-114;
-100;25;
28;116;
-85;-101;
63;48;
-8;-21;
End test cases.
Begin test cases.
1;53;
-109;-43;
108;-87;
-121;-48;
1;-11;
-43;-40;
33;87;
0;-123;
1;111;
-126;83;
7;-102;
-5;-104;
98;26;
-43;2;
55;19;
-9;98;
44;124;
-12;59;
30;115;
-114;78;
1;-59;
-11;46;
3;-59;
-2;89;
34;-90;
-42;60;
32;-53;
0;111;
5;-21;
-92;-68;
58;-37;
-59;60;
45;83;
0;-119;
9;46;
-32;-48;
127;-79;
-17;-102;
36;-15;
-39;33;
12;-13;
-29;-4;
124;22;
-93;4;
18;-47;
-30;-107;
34;-12;
-111;5;
1;103;
-18;-98;
27;121;
-1;46;
26;-91;
-42;64;
29;3;
-42;123;
74;-69;
-3;113;
22;92;
-110;-42;
33;-107;
-25;2;
78;-101;
-95;-93;
35;-25;
-36;-42;
1;45;
-90;56;
1;42;
-67;-59;
62;47;
-27;124;
79;-85;
-58;-56;
16;-31;
-16;-68;
120;-31;
-128;87;
35;37;
-4;-116;
16;44;
-32;-65;
18;9;
-5;86;
15;-65;
-35;-12;
31;58;
-38;40;
81;107;
-9;-5;
117;-15;
-41;-21;
3;102;
-23;-10;
23;37;
-76;-12;
39;-54;
-29;-116;
4;64;
-27;44;
53;-99;
-19;-36;
66;3;
-5;-53;
30;-87;
-72;-44;
73;16;
-110;-103;
75;52;
-22;118;
106;-88;
-15;20;
29;-79;
-41;90;
36;-128;
-25;-31;
120;127;
-3;-105;
83;-39;
-31;122;
54;-67;
-91;-99;
45;-61;
0;4;
26;-11;
-63;-81;
3;16;
-12;-14;
1;76;
-34;108;
44;82;
-27;-39;
109;105;
-47;-15;
80;-48;
-8;-106;
14;71;
-4;-66;
7;36;
-13;119;
9;25;
-13;-93;
123;49;
-4;-113;
111;127;
-9;-91;
22;117;
-71;105;
48;90;
-118;35;
34;-83;
-22;-21;
23;20;
0;-58;
-8;122;
97;35;
-98;-94;
3;-72;
-41;0;
120;32;
-29;-33;
119;-81;
-113;116;
33;22;
-88;-81;
2;111;
-28;-88;
50;77;
-1;106;
85;113;
-123;-90;
43;11;
-13;-53;
48;-35;
-21;84;
12;127;
-18;-6;
53;21;
-32;93;
2;-19;
-16;16;
100;49;
-60;-3;
80;73;
-2;-12;
117;-114;
-17;-52;
1;-74;
-5;1;
53;-8;
-83;51;
41;24;
-126;31;
35;-8;
0;-1;
17;70;
-43;114;
1;85;
-125;97;
End test cases.
Begin test cases.
107;89;
-73;117;
46;-24;
-120;-72;
108;-50;
-9;87;
9;-126;
-6;9;
33;-107;
-12;97;
28;80;
-22;-101;
9;124;
-32;51;
58;91;
-111;13;
115;-42;
-88;32;
67;-45;
-36;-107;
21;-61;
-125;-124;
117;-10;
-48;54;
51;-78;
-12;-75;
23;93;
0;67;
49;3;
-4;-113;
66;40;
-25;-58;
19;19;
-30;31;
17;31;
-101;-109;
17;-60;
-2;95;
45;127;
-39;41;
75;-112;
-42;-127;
118;9;
-88;79;
91;24;
-25;46;
44;-4;
-53;105;
103;-89;
-8;-116;
48;-33;
-4;-11;
36;-52;
-47;46;
69;-121;
-99;70;
11;36;
-28;-32;
3;92;
-122;66;
84;-91;
-60;-53;
18;100;
-103;77;
39;-90;
-33;18;
33;-23;
-30;-115;
26;14;
-1;31;
3;-75;
-37;-32;
1;-113;
-17;-53;
127;-81;
-10;-101;
108;-93;
-64;-26;
72;122;
-15;-128;
78;4;
-17;-124;
62;81;
-2;109;
13;29;
-104;-85;
120;-121;
-8;-40;
1;-62;
-63;-12;
127;62;
-14;44;
6;-36;
-100;-10;
39;70;
-46;-102;
24;124;
-9;99;
8;-23;
-55;120;
31;72;
-22;87;
23;111;
-91;-43;
52;45;
-12;104;
15;-27;
-26;-5;
37;23;
-43;-76;
14;-119;
-10;-62;
5;124;
-128;-100;
58;-62;
-39;-5;
93;61;
-57;-82;
74;-26;
-76;-99;
48;60;
-107;45;
63;45;
-128;-65;
50;-13;
-59;13;
13;-68;
-63;-33;
27;-18;
-91;-128;
29;-17;
-10;-40;
68;106;
-1;-118;
29;43;
-46;2;
9;126;
-28;-61;
22;-64;
-16;93;
104;-54;
-91;62;
48;24;
-29;-66;
66;-104;
-41;82;
117;-110;
-31;-65;
10;-122;
-28;15;
119;19;
-124;111;
118;-89;
-76;-39;
94;18;
-20;-48;
18;31;
-120;-24;
10;68;
-103;-33;
77;59;
-39;-10;
11;-125;
38;-5;
-102;50;
2;-77;
-18;-55;
68;-34;
-11;-50;
1;-52;
-17;60;
25;20;
-80;-80;
46;-56;
-3;-7;
100;-78;
-26;-112;
40;-4;
-44;49;
29;-117;
-25;-44;
55;119;
-19;-65;
49;-4;
-36;12;
106;-24;
-12;92;
26;-80;
-88;-12;
87;10;
-25;84;
35;-15;
-74;63;
1;75;
-87;-11;
61;109;
-106;113;
14;90;
-36;-39;
End test cases.
Begin test cases.
17;77;
-85;99;
3;-90;
-99;23;
43;105;
-18;94;
43;87;
-111;18;
93;65;
-42;-117;
59;62;
-20;32;
4;-85;
-26;40;
38;-17;
-14;91;
17;110;
-39;68;
32;-6;
-40;43;
1;-46;
-10;98;
93;79;
-21;-89;
17;-111;
-8;73;
116;-82;
-96;48;
3;-74;
-29;52;
6;-61;
-32;-105;
36;55;
-2;-14;
21;8;
-11;107;
24;-128;
-80;-88;
46;-86;
-45;116;
12;120;
-31;-32;
12;-36;
-52;-115;
54;51;
-9;-27;
28;110;
-37;6;
38;74;
-65;-63;
8;-68;
-60;94;
17;-32;
-22;72;
51;112;
-21;-82;
1;122;
-79;-6;
7;-16;
-9;-61;
21;80;
-14;-46;
85;74;
-59;-121;
30;50;
-76;-96;
60;-60;
-2;-57;
3;91;
-31;-11;
81;70;
-4;97;
22;82;
-52;-37;
45;-26;
-76;-38;
41;-54;
0;-108;
57;-119;
-16;-31;
72;60;
-83;116;
116;24;
-20;121;
124;-19;
-38;14;
37;-53;
-49;-53;
106;-28;
-118;-67;
72;-46;
-23;-59;
8;81;
-22;-8;
30;81;
-128;-21;
116;-2;
-27;-32;
13;-110;
-58;-86;
5;-106;
-78;61;
19;-116;
0;0;
49;-95;
-72;-54;
29;-115;
-80;69;
20;-54;
-2;-53;
18;-85;
-101;-116;
24;-88;
-54;9;
8;-127;
-2;-8;
3;-15;
-2;15;
53;-108;
-26;12;
37;-79;
-107;76;
37;-28;
-51;-25;
24;-32;
-45;7;
48;-94;
-64;113;
37;-126;
-42;108;
29;-80;
-56;28;
18;53;
-53;-113;
11;-24;
0;62;
2;-102;
-39;-85;
34;-45;
-3;-60;
109;-87;
-31;73;
44;-114;
-9;-2;
38;-8;
-7;109;
11;17;
-11;-36;
119;-113;
-106;-94;
1;35;
-123;-52;
25;36;
-39;-106;
24;-4;
-54;82;
1;-105;
0;-109;
23;-36;
-24;76;
39;-51;
-2;-68;
31;121;
-99;-38;
26;-48;
-68;-44;
3;-70;
-117;-107;
41;26;
-123;-42;
29;-124;
-122;-95;
121;78;
-49;41;
32;-10;
-73;25;
2;5;
-6;1;
36;66;
-2;-103;
5;-123;
-27;21;
17;-35;
-105;-73;
31;-41;
-14;51;
5;121;
-127;-37;
90;-82;
-36;5;
4;123;
-47;-5;
2;49;
-81;13;
27;-57;
-76;35;
19;3;
-11;-18;
25;90;
-95;-47;
End test cases.
Begin test cases.
27;114;
-42;6;
3;-35;
-103;11;
90;-15;
-17;-60;
11;103;
-39;115;
6;102;
0;50;
66;-128;
-8;115;
56;52;
-104;-56;
89;-101;
-28;64;
17;45;
-50;55;
15;-83;
-37;49;
24;-50;
-113;59;
34;-51;
-23;79;
31;-126;
-121;105;
22;38;
-1;-41;
8;-9;
-121;-45;
125;-115;
-6;-42;
29;-85;
-74;-98;
44;-85;
-30;-57;
22;73;
-3;-128;
73;88;
-127;66;
115;118;
-20;96;
42;30;
-22;29;
11;51;
-83;60;
58;-126;
-121;-5;
19;117;
-45;-87;
34;48;
-47;13;
18;56;
-21;-88;
122;-65;
-12;-2;
75;-59;
-25;55;
11;-50;
-104;109;
106;30;
-55;31;
36;-21;
-40;-65;
16;-23;
-1;73;
74;-89;
-35;123;
70;77;
-34;20;
1;-73;
-64;-62;
46;-122;
-89;34;
25;119;
-42;-52;
15;-73;
-42;-99;
115;9;
-4;85;
113;-73;
-1;-97;
91;-67;
-49;42;
50;-80;
-22;123;
110;18;
-38;84;
59;84;
-3;94;
8;-28;
-43;-128;
46;0;
-22;7;
5;61;
-18;125;
85;-33;
-116;-86;
27;90;
-4;59;
35;-88;
-113;84;
69;-2;
-10;45;
108;-119;
-12;98;
33;-74;
-52;-73;
12;-113;
-68;111;
1;-62;
-45;-85;
21;-110;
-25;-88;
43;18;
-21;-28;
28;-38;
-35;85;
73;-55;
-24;-51;
24;-14;
-85;-64;
26;-19;
-18;-104;
58;-128;
-21;120;
112;77;
-117;31;
34;-4;
-41;63;
93;107;
-48;12;
96;-8;
-107;-115;
1;7;
-7;-117;
11;-98;
-7;0;
94;-78;
-117;0;
28;-70;
-75;73;
46;31;
-46;-27;
123;39;
-104;-4;
65;10;
-39;108;
90;-52;
-41;-90;
63;115;
-20;37;
81;98;
-14;104;
28;64;
-50;-73;
14;85;
-41;49;
14;13;
-30;-19;
31;-105;
-18;-113;
100;72;
-36;-58;
86;-39;
-20;13;
108;75;
0;-47;
113;89;
-15;-42;
24;-82;
-6;96;
34;117;
-75;-100;
53;116;
-47;89;
27;91;
-107;16;
3;13;
-15;93;
16;-93;
-23;-128;
6;-96;
0;82;
111;41;
-53;-30;
22;-119;
-45;108;
87;-56;
-7;-72;
2;-121;
-74;81;
12;-99;
-28;65;
42;-57;
-104;-82;
12;81;
-107;-102;
81;56;
0;95;
End test cases.
Begin test cases.
38;-72;
-66;-62;
52;124;
-63;-105;
74;-47;
-21;-53;
19;62;
-9;-20;
32;-14;
-37;-22;
87;63;
-16;70;
57;-2;
-112;39;
21;-13;
-21;-95;
87;-109;
-24;-113;
23;53;
-27;51;
8;75;
-15;-35;
3;-58;
-25;31;
90;-85;
-56;-98;
28;-106;
-128;20;
106;92;
0;123;
12;-19;
-21;-15;
20;-70;
-66;83;
5;57;
-74;-28;
54;-42;
-3;22;
86;-48;
-16;46;
21;-70;
-3;60;
17;-37;
-18;84;
85;42;
-8;125;
38;-73;
0;126;
10;106;
-37;-77;
115;-47;
-74;46;
78;-98;
-123;-87;
50;-78;
-23;79;
8;-72;
-83;-39;
20;-74;
-9;-116;
83;-128;
-12;-112;
11;-29;
-62;46;
122;-18;
-36;-117;
5;22;
-11;-85;
54;-27;
-51;-52;
97;-127;
-11;89;
33;-44;
-11;-100;
42;-22;
-3;-11;
19;-93;
-90;124;
13;80;
-23;127;
69;-19;
-37;-16;
70;52;
-36;59;
20;-45;
-11;-28;
13;-61;
-8;-73;
36;-37;
-94;51;
15;-75;
-54;67;
22;-84;
-11;105;
17;-5;
-28;116;
126;-108;
-38;-65;
43;97;
-28;11;
36;121;
-96;14;
65;82;
-127;-53;
31;-17;
-18;-61;
47;105;
-23;62;
107;26;
-39;123;
80;-35;
-24;-3;
32;-84;
-35;-36;
39;47;
-27;-4;
55;-84;
-85;-37;
9;120;
-46;76;
49;27;
-14;-65;
98;61;
-2;-123;
2;76;
-10;-87;
17;-80;
-13;83;
112;-11;
-10;104;
34;26;
-51;10;
1;28;
-33;-76;
32;120;
-108;-89;
3;1;
-107;112;
7;-21;
-34;65;
118;-57;
-5;-54;
56;99;
-120;-61;
84;18;
-4;101;
42;98;
-45;-11;
29;76;
-19;-24;
100;43;
-54;-112;
8;30;
-26;83;
79;-84;
-14;-58;
31;-66;
-5;51;
8;-59;
-4;-42;
21;-48;
-84;-6;
20;-16;
-3;38;
37;16;
-128;98;
127;-94;
-99;-46;
112;-20;
-23;77;
20;-1;
-120;-110;
13;83;
-8;-34;
52;108;
-17;-23;
5;74;
-2;77;
1;-55;
-37;-125;
65;46;
-16;19;
11;33;
-28;50;
108;-24;
-19;111;
26;42;
-22;15;
121;-46;
-19;52;
3;-7;
0;-111;
87;-118;
-78;98;
39;21;
-42;19;
47;125;
-31;44;
17;-51;
-3;-58;
End test cases.
Begin test cases.
12;30;
-40;-109;
103;108;
-14;58;
2;60;
-23;-90;
1;14;
-21;89;
84;-77;
-22;60;
39;61;
-10;-54;
44;-9;
-10;75;
68;73;
-60;-128;
113;-64;
-69;-81;
11;-114;
-1;-121;
1;80;
-11;4;
3;109;
-17;-9;
30;42;
-7;122;
127;48;
-65;-21;
111;75;
-14;59;
44;26;
-107;89;
-1;74;
39;92;
-10;-109;
8;41;
-126;-31;
7;122;
-29;56;
31;-86;
-11;47;
57;-100;
-106;-65;
50;-66;
-15;-114;
44;-70;
-19;-108;
37;51;
-55;59;
49;-101;
-7;-17;
29;84;
-13;-92;
10;55;
-80;4;
120;13;
-68;49;
49;66;
-23;-96;
26;5;
-43;48;
38;78;
-19;83;
32;20;
-28;3;
4;101;
-100;-128;
115;-51;
-74;-112;
35;-58;
-53;11;
38;92;
-80;33;
1;51;
-3;124;
4;93;
-110;-41;
94;-94;
-2;20;
36;54;
-37;-25;
63;82;
-43;1;
124;-15;
-98;-58;
35;71;
-32;-91;
42;-19;
-4;-79;
8;-1;
-97;-5;
58;53;
-11;-113;
11;27;
-8;-115;
62;-112;
-18;-65;
98;64;
-89;-124;
18;20;
-18;78;
33;-16;
-60;-13;
6;62;
-26;18;
7;41;
-4;-18;
3;55;
-5;-65;
90;-24;
-121;113;
4;-14;
-56;-10;
1;26;
-41;-13;
37;127;
-24;-29;
22;-81;
0;-77;
68;-33;
-15;-113;
38;-37;
-56;-15;
13;-49;
-57;78;
40;-46;
-123;-58;
21;-34;
-36;-64;
44;-63;
-45;-59;
28;63;
-18;-104;
35;48;
-30;96;
117;86;
-52;40;
14;-30;
-10;-78;
38;-66;
-33;75;
1;-48;
-35;-113;
109;-102;
-29;-69;
28;32;
-103;-102;
29;100;
-13;31;
127;124;
-112;66;
8;56;
-2;36;
36;-38;
-102;-76;
96;-45;
-66;111;
21;115;
-87;-106;
1;84;
0;23;
13;121;
-116;-91;
35;-80;
-9;-95;
59;39;
-1;3;
37;68;
-30;93;
55;-125;
0;-98;
4;-96;
-17;91;
97;120;
-66;-12;
3;21;
-33;-71;
12;16;
-97;-6;
14;97;
-49;-18;
87;66;
-3;-87;
74;-36;
-28;97;
3;-128;
-33;78;
57;-43;
-28;-124;
39;85;
-40;101;
16;87;
-3;-76;
24;-98;
-106;-98;
42;85;
-8;92;
40;84;
-38;62;
End test cases.
Begin test cases.
12;106;
-33;-115;
1;100;
-4;68;
45;33;
-4;111;
1;120;
0;114;
87;-100;
-68;58;
37;95;
-6;90;
27;-14;
-2;-79;
11;-92;
-88;22;
82;-18;
-1;-22;
5;104;
-4;-11;
115;82;
-12;-62;
46;96;
-5;24;
1;-8;
-34;72;
32;-102;
-41;-56;
28;15;
-104;-7;
4;51;
-22;-27;
17;1;
-57;-77;
98;60;
-49;87;
52;-14;
-50;45;
46;57;
-92;127;
125;-14;
-4;-99;
48;-98;
-117;-124;
27;53;
-4;108;
76;26;
-30;-117;
17;-21;
-40;9;
91;90;
-58;-51;
73;-70;
-23;-18;
25;-80;
-12;71;
5;47;
-78;40;
87;70;
-16;81;
16;-86;
-85;-57;
38;-93;
-16;-70;
33;-18;
0;40;
10;71;
0;-15;
42;-97;
-37;103;
17;14;
-27;-31;
27;49;
-76;61;
60;49;
-12;5;
62;-13;
-15;1;
44;126;
-19;-69;
28;-42;
-27;37;
44;-51;
-23;-60;
16;-106;
-41;-78;
25;-39;
-90;116;
40;33;
-10;122;
22;-31;
-9;-16;
101;-101;
-114;92;
106;-125;
-56;-13;
18;1;
-30;82;
15;115;
-34;-37;
28;-95;
-1;15;
39;-39;
-127;-9;
48;121;
-12;-31;
105;-64;
-109;-88;
21;-51;
-30;-14;
3;-113;
-33;-13;
26;79;
0;67;
52;-58;
-1;-1;
7;107;
-93;20;
20;61;
-6;-83;
9;66;
-21;-95;
27;28;
-2;41;
32;119;
-43;98;
52;100;
-5;-38;
38;-25;
-36;72;
2;25;
-30;113;
15;-11;
-2;88;
47;-95;
-74;-61;
56;75;
-29;-38;
24;24;
-47;49;
63;-26;
-66;-77;
11;91;
-11;-6;
114;-21;
-16;14;
68;-119;
-22;110;
12;25;
-23;-35;
11;110;
-5;-14;
7;41;
-114;-98;
123;-118;
-87;86;
11;-121;
-5;27;
29;44;
-48;-26;
14;121;
-57;105;
111;-108;
-37;32;
63;2;
-20;-103;
13;14;
-24;-22;
14;-29;
-24;94;
69;-118;
-23;28;
15;75;
-101;25;
77;-114;
-92;-79;
59;117;
-64;-28;
46;30;
-28;-36;
39;-99;
-48;-67;
34;-121;
-111;-109;
33;-127;
-115;-113;
35;-32;
-37;116;
34;51;
0;-98;
102;-38;
-14;89;
15;-77;
-32;36;
57;-95;
-70;-68;
66;-12;
-16;-90;
41;13;
-79;127;
End test cases.
Begin test cases.
47;0;
-97;-30;
44;95;
-114;-104;
41;118;
-21;-36;
3;-105;
-38;-97;
16;-78;
-104;69;
88;62;
-120;-11;
22;-47;
-94;97;
105;-13;
-111;27;
2;109;
-25;85;
63;-61;
-43;32;
39;-64;
-6;26;
31;107;
-42;66;
110;-111;
-8;57;
21;59;
-48;46;
89;15;
-8;-41;
119;-34;
-10;93;
86;-68;
-11;-55;
41;-85;
-42;11;
7;18;
-8;84;
38;-43;
-47;-87;
25;61;
-120;-105;
80;38;
-13;61;
80;91;
-7;62;
18;118;
-25;28;
86;26;
-119;10;
44;88;
-22;-120;
62;24;
-46;-27;
18;-16;
-31;48;
30;32;
-66;-59;
5;-20;
-84;69;
95;18;
-15;-75;
7;115;
-12;60;
49;57;
-30;14;
22;112;
-1;-57;
26;76;
-6;-4;
14;-22;
-46;49;
38;90;
-32;-113;
1;-74;
-77;105;
98;5;
83;68;
-2;63;
110;28;
-5;-33;
8;-112;
-105;1;
18;-7;
-21;118;
101;50;
-45;89;
79;-5;
-2;62;
16;80;
-10;45;
114;-20;
-79;-123;
33;-82;
-39;51;
14;110;
-82;22;
19;-115;
-54;-122;
81;-121;
-3;-101;
93;83;
-48;-94;
8;-44;
-3;-8;
18;-53;
-3;46;
9;-22;
-24;44;
49;14;
-23;-54;
39;125;
-48;49;
80;7;
-51;-19;
8;43;
-14;-80;
24;60;
-13;44;
49;-2;
-37;18;
104;59;
-11;77;
113;102;
0;-14;
49;115;
-28;-51;
12;-60;
-66;-22;
1;24;
-9;-35;
8;9;
-31;55;
43;82;
-70;-119;
14;-59;
-4;26;
104;68;
-100;-102;
40;64;
-3;55;
23;26;
-21;50;
44;-83;
-114;20;
82;-30;
-41;-44;
37;28;
-89;93;
14;120;
-86;83;
40;-91;
-47;-93;
123;122;
-110;1;
44;-9;
-8;78;
29;51;
-42;-39;
37;-33;
-1;31;
6;-100;
-122;-102;
80;-20;
-28;-41;
78;-68;
-35;2;
17;87;
-11;-7;
31;3;
-17;20;
13;-70;
-98;16;
43;59;
-99;-102;
19;11;
-7;-108;
3;-109;
-9;94;
77;-72;
-119;-18;
56;-115;
-55;74;
7;-41;
-20;-32;
25;-56;
-94;-99;
76;-39;
4;33;
-24;21;
19;98;
-30;-84;
31;-81;
-113;27;
35;-27;
-36;-77;
26;119;
-20;-16;
End test cases.
Begin test cases.
4;-1;
-71;-100;
6;-40;
-45;93;
117;-26;
-25;85;
63;17;
-36;17;
8;18;
-116;-17;
16;-67;
-15;61;
32;71;
-29;-5;
41;-10;
-13;122;
36;19;
-48;70;
34;-122;
-127;-121;
